Wind (from south),Wind (from west),Wind (vertical),Wind speed,altitude,temperature
5.198201906577738,11.952260936266017,-1.156084246152008,13.084891108998189,70.05157050273864,298.5842527309744
6.148292828864182,16.727112836380087,-2.4151209924834047,17.98417687743279,293.18805996830883,296.91747980552185
5.439418478165286,19.550683255094185,-3.3917119632467534,20.57474663667228,520.7141081519993,295.51839491364774
3.3154740276093704,21.53970511176403,-4.227581976688797,22.199633188391417,753.0953143362352,294.097248685721
1.1687786922852241,21.317028718083396,-4.679900917711822,21.855965538011176,990.5750643550762,292.69831984633515
0.8578835582296878,20.512057485000675,-5.490808945840722,21.251575220373137,1482.0369549096772,289.9276145979777
0.4289801736303132,20.552523176750704,-6.138099520578656,21.45382247164292,1997.7420655675764,287.07720126890973
0.07693709380143411,19.530771560726887,-6.159248802033814,20.479094288543518,3114.7758120785284,281.23559784766786
-3.7514746599397863,17.58747803801979,-5.501896202912446,18.805951390174897,4375.973563741731,275.53456742580147
-2.186759952253153,12.709858906614574,-2.948038005305601,13.229261528730705,5832.979161419912,268.44133520951254
-3.0346444995829858,12.64896793848798,-1.7484634125824143,13.124884054835892,7557.852362588304,258.86128997119397
2.8378931166437895,15.413121097576274,-1.0738510605248077,15.708949532360059,9674.450961241644,243.00315837729013
5.674265513125281,20.6129720789652,-1.1979485195687192,21.413243278335457,10943.021542240107,232.5684207586154
0.9595240001810823,17.515660257647,-0.706410290098957,17.55614012436093,12426.381128784898,222.72343607302525
-9.59235120800522,21.023387934184452,0.19483864028721215,23.109175753900885,14261.54428204364,213.52279667553822
-8.406426503245658,8.403520197191499,0.07446082123872737,11.886660703199029,16739.496853707784,205.57926095464083
